x_start,y_start,theta_start,collision
0.11119790075957985,0.002831985720943164,5.3308681692303725,0.0
0.44284067871182725,0.6014364221278582,3.0453885284458537,0.0
0.1465484559483723,0.4188805102038523,4.5590034969121165,0.0
1.1138856530624377,0.07190406238452696,2.674858450750094,0.0
0.7118752124911274,0.25140263952745806,4.131617011527782,0.0
0.934406253778535,0.10929150227165745,2.8189385664877142,0.0
1.1903165289795377,0.39824888394066865,0.6472317841108127,0.0
0.31229423125166067,0.1945389158496896,4.833843819628098,0.0
0.481719648904517,0.33681764685629656,0.19173670592877146,0.0
0.133707425710508,0.612172438451797,3.6658895641244897,0.0
0.9115988865464831,0.3812118926691471,2.322817241064066,0.0
0.0007529001414191327,0.45685166768608104,3.450328591492863,0.0
1.165603571176861,0.0066135530597355545,3.8461373168241906,0.0
0.5584036030057581,0.47402310659815844,1.1123137713418236,0.0
0.6328636414729407,0.12977492657409503,3.138849438199438,0.0
0.9570164374015147,0.6282051982348176,4.220473324235546,0.0
1.0766839032476874,0.3573501483435421,3.5587589986141572,0.0
0.877999185656344,0.4937864650812709,3.085940535271641,1.0
0.09720052591831152,0.23040507901265522,3.264945983126327,0.0
0.38191329319269063,0.370733464829041,0.5622816147769766,0.0
0.0035460556689919983,0.1339549389075921,2.9801363721580887,0.0
0.7778265479309278,0.44936531115597184,2.6581064396138494,0.0
0.43622122519334466,0.2547589286161741,4.584090590615604,0.0
0.4112956246228818,0.3294207321464312,0.2019681761658184,0.0
0.880891159533877,0.6543902334137461,1.2999641948942153,0.0
0.849420226361903,0.4677079109115252,2.676612869705214,0.0
0.1219921252024188,0.2905663090726322,6.259409070123838,0.0
0.6159814888524207,0.11819639820414073,0.9961057417454477,0.0
1.156910118847088,0.16726948684727025,1.8940115830722268,0.0
0.0377356364141264,0.6669280129309311,1.8422979733358986,0.0
0.35054719137620816,0.006124032852916161,4.113279839676875,0.0
0.3131785016033229,0.27401093389020487,1.5310045684397633,0.0
0.6149694520960526,0.1959741492196263,3.945666264032885,0.0
1.098325636146928,0.26139190218825015,4.160316883045114,0.0
0.3304028159411053,0.5966218784495659,0.16005257549940555,0.0
0.8908977698322608,0.5227981657500128,6.28282027564304,1.0
0.014721077311073659,0.3406147997448717,0.1720637666895905,0.0
0.9984403706863012,0.5574322875918762,1.087381207072608,1.0
0.1747312460954026,0.5680202390613285,3.8074992664126865,0.0
0.2659871614660182,0.3536861030674571,0.554292051295843,0.0
0.7212872265677025,0.6347015213836055,5.847760868081452,0.0
0.08149809350802513,0.32149388336568085,0.2252399199855455,0.0
0.432106206389273,0.6569004897860914,1.5272223916134358,0.0
0.7376945368070489,0.14907276852517365,1.5590643332301157,0.0
0.9368027167300044,0.4431508982817292,1.3630845231048037,1.0
0.9882230255523499,0.5702340139950004,6.025254732351824,1.0
0.31776202151963623,0.49890954106507973,1.3554676242388368,0.0
0.190663619258344,0.44623811110253697,2.735185020150041,0.0
0.8265659882473866,0.3393555926422445,2.023523639371174,1.0
1.159328581300331,0.13771022604152655,4.8740251483499035,0.0
0.11715685850671798,0.14467243031223762,5.434441622093081,0.0
0.47999199330185566,0.5283982551416848,4.492858529644164,0.0
0.7004423414232566,0.39852726847191694,2.03187288379453,1.0
0.8336787995406817,0.23870394557185426,6.23386085048314,1.0
1.0497655640237071,0.5044531681092881,2.733222918121271,1.0
0.4387455004242986,0.22812013255473887,4.864669625850857,0.0
0.05058624128662221,0.0947552142346959,1.8484416872298788,0.0
