x_start,y_start,theta_start,collision
0.9706700354691464,0.6191338484801355,5.091696201532782,1.0
0.09737110437182173,0.11881761891223731,3.063727836027082,0.0
0.8502455530442585,0.4306138044765082,4.01346656099528,0.0
0.5931579756817322,0.4820214596808273,5.914694950669675,0.0
0.47781003172531444,0.6126399772530505,5.3791844081656155,0.0
0.6412001120224922,0.47231170597352023,1.9641057287711996,1.0
1.0285135515523625,0.6491095117798378,3.151560553889058,0.0
0.5285952406710538,0.44927843216454394,5.175289567393488,0.0
0.7317514444529989,0.6850936434653403,5.851050288188734,0.0
0.22800094907483318,0.2779088748717128,1.7250531360103534,0.0
0.5859062924594578,0.22023273217653758,4.233046770629745,0.0
0.17538316178357774,0.47020387500403715,4.020637898839116,0.0
1.1384771608781286,0.5661662201808147,1.9261565684524682,0.0
0.7408247853398342,0.36440229966930254,2.650359118484735,0.0
0.30211290314614,0.6830223657140042,3.4234374512415817,1.0
1.188273505619498,0.668554807836596,5.095132827007049,1.0
0.851775757937233,0.3460301102886189,2.6547131918893925,0.0
0.6811510587247884,0.43458794175624543,4.502696046231414,1.0
0.4541129941349361,0.48946057402868537,5.082408190485891,0.0
0.25339175088897714,0.5216958565690843,2.5328804917090286,0.0
0.3431099600759263,0.6736392901005166,1.7955262399835106,0.0
0.1283761505531543,0.2981661761971528,1.506311874962675,0.0
0.05412396737861886,0.5333548052945691,0.7178545346978139,0.0
0.1699224513087089,0.5180916281548127,1.4757201545233816,0.0
1.0488098596159288,0.49638602942986365,1.1407133493115869,1.0
0.7576754917009801,0.20252870116398372,4.12236501952731,0.0
0.37910714342179563,0.05307642300367028,1.5088021341029643,0.0
0.2453435498184945,0.5849198179551179,3.4208304874363464,1.0
0.15980491239059882,0.12553760331130212,0.10936475435565693,0.0
0.07690126823244751,0.07268400376671291,1.7822167471371602,0.0
0.8888346499509968,0.628681919242743,2.2918466012816596,0.0
0.786703361832316,0.15856489097524368,0.279083574380145,1.0
1.1758048467781983,0.12298204941742445,4.100116765738451,0.0
0.8876303336086693,0.5080499498127086,3.9825607423366245,0.0
0.28556053004785664,0.6166819386675901,3.7495107560235788,0.0
0.9934322036403231,0.29258488971248414,4.299425691785445,0.0
0.24151614520837866,0.5952191048687716,0.8891815055180632,0.0
0.2894965433276489,0.4470142075191094,6.068695016680544,0.0
0.5909156401665687,0.5852816882019825,3.714201389256805,1.0
1.1215377069300443,0.6688499747421085,3.2555771329965553,0.0
0.9895293386295431,0.2900395478635783,2.8584066729824955,0.0
0.23850618309125762,0.5554863546815798,5.619964788884827,0.0
1.0730692603659842,0.5307954196935024,0.23245327800642232,1.0
